price,make,model,year,mileage,engine_size,horsepower,fuel,transmission,drive_type,color,city,seller_type,doors,owners,accident,condition,service_history,trim,tuv_months,consumption_l_per_100km
16272.83,Opel,Zafira,2023,40010,0.0,100,electric,automatic,front,white,Muenster,private,4,2,no,excellent,full,sport,11.9,14.1
3652.11,Volkswagen,Golf,2014,232453,2.0,140,diesel,automatic,front,red,Cologne,dealer,4,1,yes,fair,none,base,2.6,6.3
151021.41,Porsche,Taycan,2024,17657,1.6,110,petrol,manual,all,white,Bremen,dealer,4,1,no,excellent,full,s_line,13.0,6.1
2991.08,Skoda,Octavia,2009,202459,3.0,210,hybrid,manual,all,silver,Hamburg,dealer,4,6,yes,fair,partial,base,0.1,6.7
5429.73,Audi,e-tron,2010,218853,3.0,210,diesel,automatic,rear,white,Hannover,dealer,4,1,no,fair,partial,sport,11.1,6.8
57000.47,Audi,e-tron,2024,24084,1.5,100,hybrid,automatic,all,white,Stuttgart,dealer,5,1,no,excellent,full,sport,5.4,3.9
15594.31,Seat,Leon,2020,73285,0.0,150,electric,automatic,rear,blue,Hannover,dealer,4,1,no,excellent,full,base,5.4,16.5
25652.59,Audi,Q7,2021,47017,1.6,110,petrol,manual,all,red,Cologne,dealer,5,2,no,excellent,full,base,18.9,5.6
23803.67,Porsche,Panamera,2015,137449,3.0,220,petrol,automatic,all,grey,Muenster,private,5,2,no,good,partial,base,10.5,10.6
10618.93,Skoda,Kodiaq RS,2018,172620,2.0,110,diesel,automatic,all,silver,Bremen,private,5,2,no,good,full,sport,0.0,4.3
14638.73,Ford,Mustang,2019,85858,4.0,300,petrol,manual,front,white,Nuernberg,dealer,5,3,no,good,full,sport,5.8,11.7
10201.5,Opel,Crossland,2021,64652,3.0,210,diesel,manual,rear,silver,Dresden,dealer,4,1,yes,good,full,sport,13.9,7.3
20809.29,Volkswagen,Golf GTI,2022,102367,3.0,180,diesel,automatic,all,red,Nuernberg,dealer,5,1,no,excellent,full,s_line,3.7,6.4
53343.87,Porsche,Cayman,2022,63618,2.0,140,petrol,manual,front,blue,Hamburg,private,4,2,no,excellent,full,base,6.7,8.0
42093.09,Porsche,Cayman,2023,47969,2.0,140,diesel,manual,rear,white,Nuernberg,dealer,4,4,no,excellent,none,sport,0.0,5.2
16305.3,Seat,Arona,2024,50895,2.0,110,diesel,automatic,rear,white,Cologne,private,4,1,no,excellent,full,sport,7.7,5.2
1452.11,Opel,Corsa,2003,342431,4.0,300,petrol,manual,front,grey,Cologne,dealer,4,2,yes,fair,partial,sport,11.3,12.5
1373.34,Ford,Fiesta,2009,350000,2.0,110,diesel,manual,front,white,Hannover,private,4,5,no,fair,none,base,1.7,5.4
102443.69,Porsche,Macan,2025,26146,3.0,220,petrol,manual,rear,grey,Leipzig,dealer,4,1,no,excellent,full,s_line,22.9,9.7
3289.24,Seat,Arona,2015,334546,3.0,210,diesel,automatic,front,blue,Bielefeld,private,5,1,no,fair,partial,base,6.5,6.7
32376.28,BMW,3er,2024,18664,0.0,200,electric,automatic,rear,silver,Berlin,dealer,4,6,no,excellent,full,s_line,5.2,18.4
11514.2,Ford,Kuga,2022,61627,3.0,210,diesel,automatic,front,black,Hannover,dealer,4,6,no,excellent,full,sport,15.9,7.1
10719.62,Skoda,Fabia,2023,33232,0.0,200,electric,manual,front,blue,Hannover,dealer,5,6,no,excellent,full,sport,18.2,18.3
37472.62,Volkswagen,Passat CC,2023,45336,0.0,250,electric,automatic,all,blue,Duesseldorf,dealer,4,3,no,excellent,full,s_line,8.9,19.4
11138.57,Ford,Kuga,2022,54901,2.0,110,diesel,automatic,front,blue,Dortmund,dealer,5,6,no,excellent,full,base,5.6,4.8
20077.91,Volkswagen,ID.4,2018,67710,2.5,180,hybrid,manual,front,black,Duesseldorf,dealer,5,2,no,excellent,full,base,10.3,5.6
33026.98,Ford,Focus ST,2025,18267,0.0,250,electric,automatic,all,white,Dresden,private,4,1,no,excellent,full,sport,6.8,19.4
44142.1,BMW,4er,2024,45954,0.0,250,electric,automatic,rear,blue,Essen,dealer,5,1,no,excellent,full,s_line,13.9,20.4
16352.28,Skoda,Karoq,2024,34132,1.6,90,diesel,automatic,front,green,Frankfurt,dealer,4,3,no,excellent,full,sport,3.0,4.5
87424.7,Porsche,Panamera,2023,21961,1.4,90,petrol,automatic,all,white,Duesseldorf,dealer,5,1,no,excellent,full,sport,0.8,5.9
21847.56,Mercedes-Benz,EQS,2022,88463,3.0,220,petrol,automatic,rear,red,Stuttgart,private,5,4,yes,good,full,sport,0.9,10.8
46823.67,Mercedes-Benz,EQS,2023,85513,1.5,100,petrol,automatic,front,black,Munich,dealer,4,6,no,excellent,full,s_line,14.1,6.1
12069.21,Volkswagen,ID.3,2019,60181,2.0,140,diesel,automatic,all,silver,Dresden,dealer,4,5,no,excellent,full,sport,5.0,5.7
21261.07,Porsche,Cayman,2016,143362,3.0,210,diesel,automatic,rear,black,Dresden,dealer,4,2,no,good,full,sport,5.9,6.7
24712.85,Ford,Kuga,2025,24394,2.0,140,diesel,automatic,front,black,Nuernberg,dealer,4,2,no,excellent,full,sport,15.8,5.8
16211.75,Seat,Leon,2024,40232,2.0,140,petrol,manual,all,white,Dortmund,private,5,1,no,excellent,full,base,5.5,6.7
1267.4,Ford,Fiesta,1999,275801,2.0,140,diesel,manual,front,silver,Dresden,dealer,4,5,no,fair,none,base,0.0,4.8
12057.35,Volkswagen,Touran,2013,129986,0.0,250,electric,manual,front,red,Nuernberg,dealer,4,1,no,good,full,s_line,13.7,19.4
14865.47,Opel,Zafira,2024,22373,2.0,140,petrol,automatic,rear,green,Stuttgart,private,4,2,no,excellent,full,sport,3.1,6.5
4784.17,Skoda,Superb L&K,2011,291134,2.0,140,diesel,automatic,front,white,Leipzig,dealer,4,1,no,fair,none,sport,2.5,4.0
15288.51,Skoda,Kamiq,2025,47016,4.0,300,petrol,manual,front,blue,Bremen,private,4,4,no,excellent,full,sport,17.1,12.6
8922.66,Opel,Corsa,2024,31720,1.2,70,petrol,automatic,front,silver,Dresden,private,4,3,no,excellent,full,base,8.9,4.5
5847.94,Opel,Astra,2012,136646,0.0,250,electric,manual,front,red,Duesseldorf,dealer,4,3,yes,good,full,sport,7.7,18.7
22553.13,Audi,Q2,2024,21307,2.0,110,diesel,automatic,rear,white,Hamburg,dealer,5,5,no,excellent,full,s_line,14.3,5.4
19544.74,Volkswagen,Passat,2023,29326,2.0,180,petrol,manual,front,green,Munich,dealer,5,2,no,excellent,full,sport,7.1,7.8
41057.4,Ford,Mustang,2024,13628,2.0,140,diesel,automatic,all,silver,Essen,dealer,5,1,yes,excellent,full,sport,12.6,5.7
20919.28,Audi,Q7,2019,65966,2.0,140,diesel,automatic,front,red,Muenster,dealer,4,2,no,excellent,full,base,8.7,6.3
15548.25,Volkswagen,Passat,2022,53366,4.0,300,petrol,automatic,front,blue,Bremen,dealer,4,6,no,excellent,full,base,5.3,12.3
50948.2,Porsche,Macan,2021,72753,0.0,200,electric,manual,rear,black,Stuttgart,private,5,3,no,excellent,full,s_line,4.1,17.6
41781.92,Audi,A7,2023,51989,1.6,90,diesel,automatic,rear,silver,Frankfurt,dealer,4,2,no,excellent,full,base,5.8,3.5
4594.53,Audi,A8,2006,285265,3.0,210,diesel,manual,all,white,Berlin,dealer,5,3,no,fair,partial,base,6.4,6.4
18935.0,Volkswagen,Passat CC,2023,79746,2.0,140,diesel,automatic,rear,white,Nuernberg,dealer,5,3,no,good,partial,sport,6.2,5.8
65981.12,Porsche,Taycan,2022,94005,1.6,90,diesel,automatic,front,black,Nuernberg,dealer,5,3,no,excellent,partial,base,17.3,4.7
3489.17,BMW,6er,2011,263146,2.0,110,diesel,manual,front,silver,Stuttgart,private,4,3,no,fair,none,base,4.5,4.9
4027.41,Ford,Fiesta,2011,87538,0.0,200,electric,manual,rear,silver,Bremen,private,5,3,yes,good,partial,sport,5.1,17.4
2777.55,BMW,X1,2017,257588,2.0,110,diesel,automatic,all,grey,Berlin,dealer,4,5,yes,fair,full,sport,10.0,4.4
23536.62,BMW,1er,2023,46990,3.0,210,diesel,automatic,rear,grey,Frankfurt,dealer,5,1,no,excellent,full,m_sport,6.6,6.0
6725.71,Opel,Corsa,2023,38637,2.0,180,petrol,automatic,front,blue,Hamburg,dealer,5,6,no,excellent,full,sport,11.2,7.9
25365.28,Audi,A5,2023,24817,2.0,140,petrol,automatic,rear,grey,Duesseldorf,private,4,5,no,excellent,full,s_line,8.5,8.1
37594.63,BMW,X3,2023,25528,2.0,140,diesel,automatic,rear,silver,Bonn,dealer,5,2,no,excellent,full,m_sport,18.9,5.0
7670.51,Opel,Mokka,2013,53242,1.5,100,petrol,automatic,all,white,Dortmund,dealer,4,1,no,excellent,full,sport,7.0,5.1
34830.01,Porsche,Panamera,2012,118119,3.0,210,diesel,automatic,all,blue,Munich,dealer,4,1,no,excellent,full,sport,7.6,6.0
2840.58,BMW,5er,2011,269457,2.0,180,petrol,automatic,all,white,Munich,dealer,5,2,yes,fair,full,sport,2.0,7.7
29687.56,BMW,Z4,2021,42360,1.6,110,petrol,automatic,rear,grey,Bremen,private,4,2,no,excellent,full,sport,13.2,6.6
4296.96,BMW,5er,2013,350000,3.0,180,diesel,automatic,front,blue,Nuernberg,dealer,4,1,no,fair,none,sport,9.3,5.8
192757.0,Porsche,Taycan,2024,10520,3.0,210,hybrid,automatic,all,white,Dortmund,dealer,5,1,no,excellent,full,sport,12.1,5.7
3681.89,Ford,Puma,2007,164500,2.0,110,diesel,manual,all,grey,Nuernberg,private,4,2,no,good,none,base,1.2,5.9
80935.2,Porsche,Taycan,2022,80195,3.0,210,diesel,automatic,all,silver,Duesseldorf,private,5,1,no,excellent,full,sport,2.5,6.6
17116.07,Volkswagen,T-Roc,2019,132247,0.0,250,electric,automatic,front,black,Dresden,dealer,5,2,no,good,full,s_line,5.0,20.9
10997.03,Seat,Tarraco,2017,50549,3.0,210,diesel,automatic,all,black,Duesseldorf,dealer,5,2,no,excellent,none,base,11.8,6.5
32560.82,Porsche,911,2018,125288,2.5,180,hybrid,automatic,all,red,Leipzig,private,4,6,no,good,partial,sport,0.0,6.3
3938.33,Ford,Mondeo,2003,257664,3.0,210,diesel,manual,all,silver,Hannover,private,4,3,no,fair,full,sport,2.0,7.6
20751.46,Volkswagen,Passat,2020,110415,2.5,180,hybrid,automatic,front,white,Dortmund,private,3,2,no,excellent,full,sport,6.1,5.2
14057.9,Seat,Arona,2023,21509,2.0,140,diesel,automatic,all,white,Muenster,dealer,4,1,no,excellent,full,base,6.7,5.8
13673.26,Seat,Tarraco,2021,39541,4.0,300,petrol,automatic,all,white,Essen,private,5,2,no,excellent,full,base,17.6,12.7
16890.44,Opel,Insignia,2023,43949,3.0,220,petrol,automatic,front,grey,Dortmund,private,5,1,no,excellent,full,base,4.0,8.3
53586.87,BMW,X6,2025,20072,2.0,140,diesel,automatic,all,white,Bielefeld,private,5,6,no,excellent,full,base,5.2,5.3
11831.06,Mercedes-Benz,GLS,2012,189368,3.0,210,diesel,manual,all,white,Dortmund,private,4,1,no,good,full,base,4.3,6.3
10780.57,Seat,Leon,2020,77077,2.0,180,petrol,manual,all,black,Frankfurt,dealer,5,3,no,excellent,full,base,14.6,7.5
5423.64,Opel,Crossland,2023,89609,4.0,300,petrol,automatic,front,grey,Muenster,dealer,5,6,yes,good,full,sport,0.0,11.7
36108.88,Audi,A7,2023,82607,1.2,70,petrol,automatic,rear,green,Berlin,private,5,1,no,good,full,s_line,7.9,6.2
10709.02,Skoda,Karoq,2020,62721,4.0,300,petrol,automatic,rear,blue,Berlin,private,4,4,no,excellent,full,base,6.1,12.7
6702.75,Ford,S-Max,2017,114371,1.2,70,petrol,automatic,rear,black,Bonn,dealer,4,5,no,good,partial,base,8.5,5.7
7358.25,Skoda,Kodiaq,2017,105405,3.0,220,petrol,automatic,front,grey,Bielefeld,dealer,5,6,no,good,full,base,7.6,9.4
8196.01,Porsche,Cayenne,2002,328833,2.0,140,diesel,automatic,rear,black,Hamburg,private,4,1,no,fair,none,sport,7.3,5.9
9876.92,Porsche,Cayenne,2015,228238,2.0,140,hybrid,automatic,all,white,Bonn,dealer,5,6,no,fair,none,sport,1.0,5.4
15967.16,Ford,Kuga,2022,53257,0.0,150,electric,automatic,all,red,Dortmund,private,4,2,yes,good,full,sport,13.9,17.3
15438.65,Skoda,Kamiq,2024,30351,3.0,210,hybrid,automatic,front,green,Munich,dealer,4,2,no,excellent,full,sport,13.4,5.3
75118.22,Audi,A8,2024,39432,3.0,220,petrol,automatic,all,red,Duesseldorf,dealer,5,1,no,excellent,full,sport,11.0,9.9
17930.07,BMW,6er,2019,106689,3.0,210,hybrid,automatic,rear,green,Stuttgart,private,4,2,no,excellent,none,base,17.0,5.3
20211.73,Mercedes-Benz,EQA,2021,55371,3.0,210,diesel,automatic,all,blue,Hamburg,dealer,4,1,no,excellent,full,sport,1.6,6.4
15996.8,BMW,X3,2023,40620,4.0,300,petrol,automatic,rear,silver,Leipzig,dealer,4,6,yes,good,full,s_line,22.0,12.3
8951.12,Opel,Insignia,2017,66938,4.0,300,petrol,manual,all,white,Leipzig,dealer,4,3,no,excellent,full,sport,7.1,13.4
6284.44,Mercedes-Benz,B-Klasse,2015,89656,1.5,100,hybrid,automatic,front,black,Nuernberg,dealer,4,5,no,excellent,full,base,2.3,4.3
29972.35,BMW,i4,2025,41738,1.2,70,petrol,manual,all,blue,Munich,private,5,1,yes,good,full,m_sport,15.8,4.3
8695.64,Audi,A6,2014,132299,1.6,90,diesel,automatic,all,silver,Nuernberg,dealer,5,4,no,good,full,base,5.4,5.2
156760.08,Porsche,Panamera,2024,28580,2.5,180,hybrid,manual,all,grey,Stuttgart,dealer,4,1,no,excellent,full,base,8.0,5.0
3243.68,Skoda,Kodiaq,2012,306438,2.0,180,petrol,manual,front,silver,Dortmund,dealer,4,6,no,fair,partial,sport,2.4,7.9
15937.41,Opel,Grandland,2022,20360,2.0,140,hybrid,automatic,all,white,Dortmund,private,4,6,no,excellent,full,sport,9.4,5.1
6246.33,BMW,7er,2005,236666,2.0,140,diesel,automatic,all,grey,Dresden,dealer,5,2,no,fair,partial,sport,4.5,5.6
20811.24,Mercedes-Benz,SLK,2020,58282,1.6,110,petrol,manual,all,silver,Frankfurt,private,3,2,no,excellent,full,sport,8.2,7.1
5949.71,Opel,Grandland,2019,131529,3.0,220,petrol,manual,front,white,Bonn,private,5,3,no,good,none,base,11.1,8.6
15065.64,Ford,Focus ST,2017,95244,1.6,90,diesel,manual,all,black,Berlin,private,4,1,no,excellent,full,sport,7.1,4.1
44255.48,BMW,Z4,2023,28338,1.5,100,hybrid,automatic,rear,black,Dresden,dealer,4,2,no,excellent,full,base,12.8,3.7
29115.08,Porsche,Cayenne,2016,73686,1.5,100,hybrid,manual,all,grey,Stuttgart,private,4,1,yes,good,full,s_line,7.7,3.5
5936.29,Ford,S-Max,2018,218843,0.0,250,electric,automatic,front,silver,Dortmund,dealer,4,4,no,fair,full,base,0.0,18.8
22289.26,BMW,iX,2021,73815,1.4,90,petrol,manual,front,red,Duesseldorf,private,4,6,no,excellent,full,m_sport,2.9,6.1
11065.59,Ford,Mondeo,2018,173466,3.0,210,diesel,automatic,front,blue,Hannover,dealer,4,2,no,good,full,base,16.9,7.4
14732.22,Volkswagen,Tiguan,2017,97374,0.0,200,electric,automatic,all,grey,Dresden,private,4,2,no,good,none,s_line,6.4,18.5
61007.76,Porsche,Macan,2024,29116,2.0,140,petrol,manual,rear,black,Essen,dealer,5,4,no,excellent,full,base,7.0,6.4
24481.43,Seat,Tarraco,2024,50138,2.5,180,hybrid,automatic,front,white,Hannover,dealer,4,2,no,excellent,full,base,18.5,4.6
47458.61,Mercedes-Benz,GLS,2025,21192,1.4,90,petrol,automatic,front,grey,Hamburg,dealer,4,4,yes,good,full,sport,17.0,5.2
8471.38,Seat,Tarraco,2019,112743,3.0,220,petrol,automatic,front,red,Muenster,dealer,4,3,no,good,full,sport,5.9,8.5
5365.38,Seat,Leon,2019,190059,1.2,70,petrol,automatic,front,grey,Leipzig,private,4,1,yes,good,partial,sport,0.0,5.0
18023.92,Volkswagen,Arteon,2020,65332,1.6,90,diesel,manual,front,black,Dortmund,dealer,5,2,no,excellent,full,s_line,2.5,4.5
39457.37,Porsche,Cayenne,2019,130239,2.0,140,diesel,automatic,rear,black,Berlin,dealer,5,3,no,good,full,base,10.0,6.7
3980.05,Seat,Arona,2014,222707,3.0,210,diesel,automatic,front,white,Dortmund,dealer,4,2,no,fair,partial,sport,5.8,6.8
3520.26,Ford,S-Max,2015,332121,3.0,220,petrol,automatic,front,red,Cologne,private,4,5,no,fair,full,base,0.0,10.4
10255.31,BMW,2er,2020,92283,4.0,300,petrol,automatic,front,silver,Bielefeld,dealer,5,3,no,good,full,base,18.3,12.3
26706.95,Audi,e-tron,2023,38074,0.0,250,electric,automatic,rear,grey,Berlin,dealer,3,1,yes,good,full,base,4.6,20.9
11345.04,Opel,Mokka,2024,19540,1.2,70,petrol,manual,all,blue,Dresden,private,4,4,no,excellent,full,sport,5.7,5.5
21069.95,Audi,Q5,2020,39185,3.0,210,hybrid,manual,rear,black,Leipzig,private,4,3,no,excellent,full,sport,11.6,5.4
18293.55,BMW,1er,2024,39774,1.6,110,petrol,automatic,all,grey,Dortmund,private,4,6,no,excellent,full,m_sport,22.8,7.0
16557.18,Ford,Puma,2025,20864,0.0,200,electric,automatic,front,blue,Munich,dealer,4,3,no,excellent,partial,base,8.9,18.4
12915.14,Volkswagen,Passat CC,2017,96935,0.0,150,electric,automatic,front,black,Essen,dealer,4,6,no,good,none,base,9.1,16.8
18511.96,Porsche,Cayenne,2015,99765,4.0,300,petrol,automatic,rear,blue,Dortmund,private,5,1,yes,good,full,base,0.0,12.5
24478.3,BMW,3er,2022,79917,2.0,140,petrol,automatic,all,grey,Essen,dealer,5,1,no,excellent,full,m_sport,10.8,7.4
4162.85,Audi,Q5,2015,270484,2.0,110,diesel,automatic,rear,blue,Berlin,private,4,1,yes,fair,full,sport,6.5,5.6
40557.78,Porsche,Boxster,2021,115090,2.0,140,petrol,automatic,all,black,Dortmund,private,4,2,no,good,full,base,16.9,7.7
7773.59,Audi,A1,2019,96505,1.5,100,petrol,automatic,rear,red,Stuttgart,dealer,4,1,no,excellent,full,s_line,13.9,6.9
17457.05,Seat,Ateca,2024,29397,2.0,140,petrol,automatic,all,silver,Muenster,dealer,5,3,no,excellent,full,sport,9.3,6.2
17480.19,Seat,Ateca,2025,23861,1.6,110,petrol,automatic,front,blue,Essen,dealer,5,4,no,excellent,full,sport,17.3,6.6
7418.58,Volkswagen,Passat CC,2018,350000,0.0,150,electric,automatic,front,black,Cologne,private,4,3,no,fair,none,sport,0.0,16.3
3170.77,Mercedes-Benz,EQA,2014,261604,2.0,140,diesel,manual,rear,black,Berlin,dealer,3,1,yes,fair,partial,base,11.4,4.0
13105.51,Opel,Grandland,2022,89970,3.0,220,petrol,automatic,front,silver,Essen,private,4,2,no,excellent,full,base,12.4,10.5
2343.75,Ford,Kuga,1996,246485,2.0,180,petrol,manual,rear,red,Essen,dealer,4,6,no,fair,partial,base,6.7,7.4
15629.23,Volkswagen,Tiguan,2016,134901,3.0,210,diesel,automatic,all,white,Munich,dealer,5,1,no,good,full,sport,11.5,7.2
9725.12,Skoda,Superb,2021,82634,1.4,90,petrol,manual,front,black,Dortmund,private,5,4,no,good,full,base,2.4,5.8
4408.48,BMW,iX,2014,227379,3.0,220,petrol,automatic,rear,silver,Hannover,private,4,4,yes,fair,none,base,0.5,9.6
9367.78,Opel,Insignia,2017,123726,3.0,220,petrol,automatic,all,silver,Munich,dealer,4,3,no,good,full,sport,7.0,9.8
6888.8,BMW,Z4,2014,233593,2.0,110,diesel,manual,rear,black,Leipzig,private,5,6,no,good,full,base,11.4,5.1
3564.53,BMW,iX,2004,303730,2.5,180,hybrid,automatic,all,black,Bremen,dealer,5,2,yes,fair,none,base,0.0,5.8
6614.19,Seat,Leon,2015,170986,3.0,210,diesel,manual,all,blue,Stuttgart,dealer,4,2,no,good,full,base,6.4,6.4
3210.75,Seat,Ateca,2015,141472,1.4,90,petrol,manual,front,silver,Hamburg,dealer,4,6,no,good,none,base,0.0,5.5
8793.26,Skoda,Enyaq,2009,227469,2.0,110,diesel,automatic,rear,silver,Hannover,dealer,4,1,no,good,full,sport,3.2,5.6
9576.38,Audi,A3,2020,190454,0.0,200,electric,automatic,rear,white,Duesseldorf,dealer,4,2,no,good,none,s_line,0.0,18.3
42115.38,Volkswagen,ID.4,2024,35312,0.0,200,electric,manual,all,silver,Berlin,private,5,1,no,excellent,full,s_line,31.5,17.7
19646.58,Ford,Kuga,2022,84676,0.0,200,electric,manual,all,grey,Dresden,private,5,1,no,excellent,full,base,8.9,17.5
21195.07,Ford,Focus ST,2024,18300,3.0,180,diesel,automatic,all,blue,Berlin,private,4,4,no,excellent,full,base,10.5,6.9
16612.63,Skoda,Superb,2025,28556,1.4,90,petrol,automatic,front,white,Leipzig,private,4,3,yes,good,full,sport,16.4,6.4
100534.98,Porsche,Cayenne,2024,25965,2.5,180,hybrid,manual,all,blue,Cologne,private,4,3,no,excellent,full,s_line,17.1,4.5
7760.14,Porsche,Taycan,2000,214389,4.0,300,petrol,automatic,all,silver,Berlin,private,5,2,yes,fair,partial,base,7.9,11.2
1921.99,Audi,A3,2010,282740,2.0,110,diesel,manual,rear,white,Hannover,dealer,4,1,no,fair,partial,base,0.0,4.4
10639.51,Seat,Leon,2019,71222,0.0,200,electric,automatic,front,white,Duesseldorf,dealer,5,1,no,good,partial,base,15.7,18.6
40471.57,BMW,i4,2023,42132,2.0,140,diesel,automatic,all,white,Berlin,dealer,5,1,no,excellent,full,m_sport,15.8,6.1
6121.87,Seat,Arona,2016,107616,0.0,250,electric,automatic,all,blue,Munich,private,4,2,yes,good,none,sport,9.7,19.4
42678.22,Porsche,Taycan,2020,88360,3.0,180,diesel,automatic,rear,white,Berlin,private,5,4,no,good,full,sport,0.0,6.5
9137.51,Audi,A1,2022,45975,2.0,110,diesel,automatic,all,silver,Duesseldorf,dealer,5,5,no,excellent,full,s_line,0.0,5.5
9590.24,Opel,Zafira,2023,32419,2.0,180,petrol,automatic,front,black,Leipzig,private,5,5,yes,good,none,sport,18.7,8.2
8252.93,Volkswagen,Polo,2021,35728,3.0,210,diesel,manual,all,black,Nuernberg,private,4,1,yes,good,full,sport,5.0,6.1
28799.49,BMW,4er,2024,25079,3.0,220,petrol,automatic,rear,silver,Duesseldorf,dealer,4,1,no,excellent,full,m_sport,2.2,9.9
9378.19,Opel,Corsa,2023,108619,0.0,250,electric,automatic,all,grey,Leipzig,dealer,5,1,no,good,full,sport,6.7,20.4
6858.94,Skoda,Superb,2017,246432,1.5,100,petrol,automatic,front,silver,Berlin,private,4,3,no,good,partial,sport,2.9,6.2
26883.18,Mercedes-Benz,CLA,2023,87331,2.5,180,hybrid,automatic,front,white,Frankfurt,dealer,4,2,no,excellent,partial,s_line,22.9,4.3
14306.88,Porsche,Cayman,2019,112966,3.0,180,diesel,automatic,rear,white,Berlin,dealer,4,6,yes,good,none,sport,0.0,6.3
24077.26,Seat,Leon Cupra,2025,28336,4.0,300,petrol,automatic,front,grey,Cologne,private,4,4,no,excellent,full,sport,4.6,12.4
231114.95,Porsche,Taycan,2025,12104,2.0,140,hybrid,automatic,all,red,Stuttgart,dealer,4,1,no,excellent,full,s_line,16.5,4.9
11279.77,Seat,Ateca,2020,51182,3.0,210,diesel,automatic,front,white,Essen,dealer,5,1,no,excellent,full,base,0.0,6.9
2738.72,Opel,Corsa,2018,283871,4.0,300,petrol,manual,all,blue,Frankfurt,dealer,5,1,no,fair,full,sport,0.0,12.8
15152.88,Opel,Zafira,2023,38685,2.0,140,diesel,automatic,all,blue,Bielefeld,private,5,1,no,excellent,full,sport,5.1,5.0
8816.96,Seat,Tarraco,2016,136374,4.0,300,petrol,automatic,front,silver,Hannover,private,4,4,no,good,full,sport,7.3,11.8
22286.14,Volkswagen,Passat,2024,42913,1.6,110,petrol,manual,front,white,Dresden,dealer,5,1,no,excellent,full,sport,5.7,6.7
23824.41,BMW,3er,2023,27830,4.0,300,petrol,automatic,all,white,Duesseldorf,dealer,4,3,no,excellent,full,m_sport,1.7,11.6
103511.39,Porsche,Boxster,2025,23372,2.5,180,hybrid,manual,front,red,Hamburg,private,4,2,no,excellent,full,base,9.1,4.8
12702.04,Porsche,Taycan,2011,122654,3.0,210,diesel,automatic,rear,blue,Bonn,private,4,1,yes,fair,none,sport,6.1,6.6
8340.21,Opel,Corsa,2022,49510,2.0,140,hybrid,manual,rear,black,Munich,dealer,4,3,no,excellent,none,sport,12.0,4.9
11493.88,Mercedes-Benz,E-Klasse,2021,218362,1.6,110,petrol,manual,all,red,Muenster,private,5,6,no,fair,full,amg,16.6,6.4
62033.92,Porsche,Panamera,2022,52153,4.0,300,petrol,manual,all,black,Frankfurt,dealer,3,2,no,excellent,full,base,1.6,12.2
12972.55,Opel,Astra,2024,29255,4.0,300,petrol,manual,rear,blue,Bremen,private,4,3,no,excellent,full,sport,14.7,11.3
13431.6,Ford,Kuga,2023,51307,2.0,110,diesel,automatic,all,white,Nuernberg,dealer,4,4,no,excellent,full,base,7.2,5.0
5017.9,Mercedes-Benz,CLA,2020,80769,3.0,210,diesel,automatic,rear,grey,Frankfurt,private,5,6,yes,fair,partial,sport,10.6,6.7
123948.28,Porsche,911,2023,31394,3.0,210,diesel,automatic,front,green,Cologne,private,4,1,no,excellent,full,s_line,7.8,6.8
22311.76,Opel,Insignia,2024,22256,4.0,300,petrol,automatic,all,blue,Bielefeld,dealer,4,2,no,excellent,full,sport,22.7,11.4
23591.04,Mercedes-Benz,S-Klasse,2020,127957,4.0,300,petrol,automatic,rear,silver,Stuttgart,private,4,4,no,excellent,none,sport,5.7,13.3
6104.47,Mercedes-Benz,B-Klasse,2019,150374,1.6,90,diesel,automatic,all,black,Munich,private,5,6,no,good,full,base,11.4,4.6
18848.01,Seat,Tarraco,2025,18198,2.0,140,hybrid,automatic,all,grey,Berlin,private,5,6,no,excellent,full,sport,0.0,3.5
13372.23,Opel,Mokka,2023,68188,1.6,110,petrol,automatic,all,white,Duesseldorf,private,4,1,no,excellent,full,sport,14.8,6.0
38311.57,Audi,Q5,2025,38424,3.0,220,petrol,automatic,all,white,Duesseldorf,dealer,4,2,no,excellent,full,s_line,14.0,8.9
4511.96,Ford,Fiesta,2020,214483,3.0,210,diesel,automatic,front,white,Bonn,dealer,5,1,no,good,full,sport,0.3,7.0
6854.12,Skoda,Karoq,2015,91908,1.4,90,petrol,automatic,front,silver,Duesseldorf,dealer,4,1,yes,good,full,base,5.9,6.4
3403.38,Audi,Q5,2014,259384,4.0,300,petrol,manual,all,white,Frankfurt,dealer,5,4,no,fair,partial,base,3.9,13.3
3205.0,Skoda,Kodiaq,2008,350000,4.0,300,petrol,manual,all,blue,Bonn,private,4,3,yes,fair,none,sport,7.6,11.7
8290.91,BMW,5er,2013,116070,4.0,300,petrol,automatic,all,white,Frankfurt,private,4,4,no,good,full,sport,0.0,11.9
3180.62,Seat,Ateca,2007,239810,2.0,110,diesel,manual,all,silver,Dresden,private,4,2,no,fair,none,base,4.9,4.7
3002.14,Audi,A6,2010,234028,1.4,90,petrol,manual,front,silver,Frankfurt,dealer,4,2,yes,fair,partial,s_line,10.0,6.6
1677.66,Audi,A5,2008,350000,2.0,140,petrol,manual,all,silver,Dortmund,dealer,4,6,yes,fair,partial,base,14.2,7.5
10509.38,Seat,Leon Cupra,2017,75916,4.0,300,petrol,automatic,front,black,Hannover,private,4,3,no,excellent,full,sport,0.0,11.6
